SIMBOLO,FECHA,VENCIMIENTO,TIPO DE SERIE,CIERRE,APERTURA,MAXIMO,MINIMO,PRECIO PROMEDIO,VOLUMEN NOMINAL,MONTO NEGOCIADO,CANTIDAD DE OPERACIONES
GBAN,2024-01-02,48 hs.,Homogenea,"907,5",885,945,885,"901,982",5423,4891451,40
GCDI,2024-01-02,48 hs.,Homogenea,"16,9",17,"17,15","16,4","16,823",161096,2710138,59
AGRO,2024-01-02,48 hs.,Homogenea,"53,6","52,6","54,5","52,5","53,394",1514125,"80845699,3",1547
AUSO,2024-01-02,48 hs.,Homogenea,1952,1989,2050,1921,"1958,733",16606,"32526712,5",205
BHIP,2024-01-02,48 hs.,Homogenea,"117,25","115,5",124,112,"117,515",850646,"99963847,25",746
BOLT,2024-01-02,48 hs.,Homogenea,"22,2","22,4","23,25","21,9","22,429",315179,"7069040,8",135
BPAT,2024-01-02,48 hs.,Homogenea,"597,5",603,603,556,"582,21",3964,2307879,66
CADO,2024-01-02,48 hs.,Homogenea,479,484,485,470,"475,996",5805,2763157,51
CAPX,2024-01-02,48 hs.,Homogenea,"5095,5",5000,"5204,5",4850,"5025,886",3577,17977593,88
CARC,2024-01-02,48 hs.,Homogenea,"13,7","14,15","14,7","13,3","13,74",998710,"13722444,05",173
CECO2,2024-01-02,48 hs.,Homogenea,335,356,357,333,"341,036",3281502,"1119108936,5",1862
CELU,2024-01-02,48 hs.,Homogenea,573,565,600,547,"580,297",46606,"27045330,5",116
SEMI,2024-01-02,48 hs.,Homogenea,"98,7","99,5",103,"96,5","99,693",346470,"34540604,5",354
MOLA,2023-12-29,48 hs.,Homogenea,"19242,5",19100,19250,18981,"19191,274",939,18020606,127
MOLI,2023-12-29,48 hs.,Homogenea,2327,2380,2380,2250,"2350,732",22332,"52496548,5",377
MOLI5,2023-12-29,48 hs.,Homogenea,2800,2800,2800,2800,2800,3,8400,2
MORI,2023-12-29,48 hs.,Homogenea,"83,8","83,5","84,1",80,"83,845",202765,"17000792,8",281
MTR,2023-12-29,48 hs.,Homogenea,"1202,5",1150,1319,"1148,5","1217,94",19255,"23451427,5",146
OEST,2023-12-29,48 hs.,Homogenea,745,702,"758,5",702,"742,423",12238,9085771,72
PAMPD,2023-12-29,48 hs.,Homogenea,"2,5","2,5","2,5","2,5","2,5",140,350,3
PATA,2023-12-29,48 hs.,Homogenea,909,915,915,855,"905,568",6746,6108961,71
POLL,2023-12-29,48 hs.,Homogenea,115,115,115,115,115,500,57500,2
RICH,2023-12-29,48 hs.,Homogenea,"698,5",710,715,680,"699,83",5061,3541841,64
RIGO,2023-12-29,48 hs.,Homogenea,820,820,820,820,820,85,69700,1
ROSE,2023-12-29,48 hs.,Homogenea,64,64,64,64,64,6390,408960,15
SAMI,2023-12-29,48 hs.,Homogenea,"906,5",910,953,878,"913,534","35016,8","31989053,7",316
SEMI,2023-12-29,48 hs.,Homogenea,99,100,102,"95,1","98,896",344450,"34064760,65",336
TXARD,2023-12-29,48 hs.,Homogenea,"0,998","0,99","1,02","0,95","0,992",2539,"2517,85",46
YPFDD,2023-12-29,48 hs.,Homogenea,"16,95",18,"18,5","16,5","17,165",2804,"48130,55",104
FIPL,2023-12-29,48 hs.,Homogenea,"161,5",160,163,159,"161,454",2422,391042,19
GAMI,2023-12-29,48 hs.,Homogenea,"156,75","157,75",158,"153,25","156,14",14860,"2320244,25",40
GARO,2023-12-29,48 hs.,Homogenea,"109,25",97,110,97,"107,572",20212,2174254,16
GBAN,2023-12-29,48 hs.,Homogenea,"892,5",900,940,875,"899,279",9169,8245486,43
GCDI,2023-12-29,48 hs.,Homogenea,17,"17,25","17,25","16,3","16,64",333678,"5552379,7",89
GCLA,2023-12-29,48 hs.,Homogenea,867,862,882,825,"850,516",2317,"1970644,5",27
GGALD,2023-12-29,48 hs.,Homogenea,"1,84","1,96",2,"1,84","1,937",936,"1812,79",28
GRIM,2023-12-29,48 hs.,Homogenea,730,730,730,730,730,1000,730000,4
HARG,2023-12-29,48 hs.,Homogenea,"1443,5",1450,1508,1335,"1470,205",37862,"55664907,5",239
HAVA,2023-12-29,48 hs.,Homogenea,"6469,5",6250,6599,6100,"6393,218",9593,"61330135,5",628
INTR,2023-12-29,48 hs.,Homogenea,"168,5","156,25",169,"156,25","161,607",1933,312387,13
INVJ,2023-12-29,48 hs.,Homogenea,465,470,500,445,"463,767",111395,"51661299,5",405
IRSA,2023-12-29,48 hs.,Homogenea,"854,35",824,"856,5",796,"830,942",103217,"85767300,35",597
LEDE,2023-12-29,48 hs.,Homogenea,745,740,765,715,"740,983",9454,"7005254,5",127
LONG,2023-12-29,48 hs.,Homogenea,39,38,39,38,"38,845",15409,"598567,05",14
METR,2023-12-29,48 hs.,Homogenea,768,759,789,"726,5","752,524",23287,17524024,195
AGRO,2023-12-29,48 hs.,Homogenea,"52,6",53,"56,5",52,"53,677",2266158,"121639508,1",1372
AUSO,2023-12-29,48 hs.,Homogenea,"1916,5",1830,1950,1800,"1894,698",20984,39758346,207
BHIP,2023-12-29,48 hs.,Homogenea,115,"112,5",119,112,"115,464",911664,"105264099,75",590
BOLT,2023-12-29,48 hs.,Homogenea,"22,2","21,6","22,5","20,9","21,954",215521,4731604,138
BPAT,2023-12-29,48 hs.,Homogenea,603,575,605,544,"579,42",4360,"2526269,5",48
CADO,2023-12-29,48 hs.,Homogenea,"471,5",489,489,467,"477,231",9162,"4372390,5",46
CAPX,2023-12-29,48 hs.,Homogenea,5025,4950,5080,4850,"4949,011",4408,"21815242,5",108
CARC,2023-12-29,48 hs.,Homogenea,"14,15","13,85","14,5","13,3","14,035",1000186,"14037428,85",196
CECO2,2023-12-29,48 hs.,Homogenea,344,400,425,"339,5","361,727",2315722,"837658171,5",3615
CELU,2023-12-29,48 hs.,Homogenea,"548,5",539,555,533,"552,665","25209,7","13932508,5",58
CGPA2,2023-12-29,48 hs.,Homogenea,"1080,5",1120,1145,1053,"1090,447",20048,21861275,220
CTIO,2023-12-29,48 hs.,Homogenea,1405,1420,1460,1405,"1408,691",18415,"25941053,5",78
CVH,2023-12-29,48 hs.,Homogenea,"3613,5","3642,5",3850,3502,"3701,684",7262,"26881630,5",151
DGCU2,2023-12-29,48 hs.,Homogenea,"963,5",897,969,897,"943,444",89191,"84146753,5",387
DYCA,2023-12-29,48 hs.,Homogenea,"368,5",370,370,364,"369,267",4027,1487040,8
FERR,2023-12-29,48 hs.,Homogenea,"69,2",67,"70,4","65,1","68,854","19314,6","1329882,2",27
MOLA,2023-12-28,48 hs.,Homogenea,19131,18950,19251,17902,"19116,032",2027,38748196,188
FERR,2023-12-28,48 hs.,Homogenea,"66,7","66,8","66,8","63,5","64,543","126598,1","8170996,97",57
MOLI5,2023-12-28,48 hs.,Homogenea,2800,2800,2800,2800,2800,8,22400,1
MORI,2023-12-28,48 hs.,Homogenea,"81,9","78,5","82,9","78,5","81,724",249059,"20354180,5",314
MTR,2023-12-28,48 hs.,Homogenea,"1108,5",1100,1150,1099,"1107,025",12383,13708296,53
OEST,2023-12-28,48 hs.,Homogenea,"691,5",735,745,667,"732,445",7530,5515314,35
PAMPD,2023-12-28,48 hs.,Homogenea,"2,5","2,5","2,5","2,5","2,5",1,"2,5",1
PATA,2023-12-28,48 hs.,Homogenea,898,910,910,881,"903,256",11749,"10612356,5",79
POLL,2023-12-28,48 hs.,Homogenea,115,115,115,115,115,434,49910,1
REGE,2023-12-28,48 hs.,Homogenea,3000,3000,3000,3000,3000,1,3000,1
RICH,2023-12-28,48 hs.,Homogenea,699,703,"718,5",680,"696,188",3445,2398369,64
RIGO,2023-12-28,48 hs.,Homogenea,809,850,850,809,"840,143",1480,1243412,8
SAMI,2023-12-28,48 hs.,Homogenea,"905,5",893,925,890,"904,331",43869,"39672104,4",357
SEMI,2023-12-28,48 hs.,Homogenea,"96,9","93,5","99,7","90,5","95,803",264968,"25384626,4",266
TXARD,2023-12-28,48 hs.,Homogenea,"0,956","0,94","0,98","0,9","0,944",1945,"1836,54",36
YPFDD,2023-12-28,48 hs.,Homogenea,"17,9","18,2","18,2","16,5","17,266",1802,"31112,6",109
FIPL,2023-12-28,48 hs.,Homogenea,160,165,165,158,"160,775",3938,633130,9
GAMI,2023-12-28,48 hs.,Homogenea,"155,5",153,158,150,"154,085",19234,"2963674,5",46
GARO,2023-12-28,48 hs.,Homogenea,"93,5",92,95,"90,2","93,16",14365,"1338248,9",13
GBAN,2023-12-28,48 hs.,Homogenea,"894,5",864,900,847,"871,496",3121,2719939,39
GCDI,2023-12-28,48 hs.,Homogenea,"16,9","16,8","17,15","16,8","17,029",147502,"2511765,1",60
GCLA,2023-12-28,48 hs.,Homogenea,850,830,850,795,"800,213",100655,80545450,26
GGALD,2023-12-28,48 hs.,Homogenea,"1,93","1,96","1,96","1,86","1,921",569,"1093,07",26
GRIM,2023-12-28,48 hs.,Homogenea,730,730,730,730,730,689,502970,3
HARG,2023-12-28,48 hs.,Homogenea,1418,1390,1439,"1278,5","1361,558",19576,"26653862,5",238
HAVA,2023-12-28,48 hs.,Homogenea,6022,5300,6143,5200,"5705,589",5758,"32852780,5",344
INTR,2023-12-28,48 hs.,Homogenea,"156,25",150,159,147,"149,298",6169,921022,6
INVJ,2023-12-28,48 hs.,Homogenea,"463,5",442,485,426,"454,095",70327,31935113,304
IRSA,2023-12-28,48 hs.,Homogenea,"820,6",810,840,795,"815,314",250272,204050301,500
LEDE,2023-12-28,48 hs.,Homogenea,"734,5",700,750,"680,5","721,65",18116,"13073405,5",159
LONG,2023-12-28,48 hs.,Homogenea,"37,55","37,7",38,"36,2","37,339",13027,"486413,15",20
METR,2023-12-28,48 hs.,Homogenea,"740,5",750,769,711,"740,077",47220,34946453,261
AGRO,2023-12-28,48 hs.,Homogenea,"52,1","49,3","53,7","48,9","52,126",3167886,"165129275,3",1657
AUSO,2023-12-28,48 hs.,Homogenea,"1834,5","1838,5",1881,1756,"1830,517",26621,"48730187,5",223
BHIP,2023-12-28,48 hs.,Homogenea,"111,75",109,"119,5","107,5","112,786",842825,"95058622,25",741
BOLT,2023-12-28,48 hs.,Homogenea,21,"20,45","21,9","20,1","20,864",181954,"3796330,95",123
BPAT,2023-12-28,48 hs.,Homogenea,570,"560,5",585,550,"573,452",2656,1523088,42
CADO,2023-12-28,48 hs.,Homogenea,482,450,490,450,"475,477",12240,5819836,49
CAPX,2023-12-28,48 hs.,Homogenea,4813,4800,4850,4300,"4678,963",12953,60606607,207
CARC,2023-12-28,48 hs.,Homogenea,"13,3",13,"13,5",13,"13,242",546168,"7232102,7",104
CECO2,2023-12-28,48 hs.,Homogenea,"383,5","424,5",433,"378,5","386,801",794336,"307249695,5",968
CELU,2023-12-28,48 hs.,Homogenea,"536,5","519,5",540,"519,5","537,012",3665,"1968147,5",35
CGPA2,2023-12-28,48 hs.,Homogenea,1119,1175,1185,"1099,5","1127,88",29043,32757014,297
CTIO,2023-12-28,48 hs.,Homogenea,1420,1421,"1453,5",1400,"1419,209",1741,"2470843,5",33
CVH,2023-12-28,48 hs.,Homogenea,"3642,5",3326,3750,3326,"3528,625",7295,25741322,142
DGCU2,2023-12-28,48 hs.,Homogenea,897,929,929,870,"910,982",116892,106486457,426
DYCA,2023-12-28,48 hs.,Homogenea,"362,5",351,370,351,"361,342",969,350140,7
MOLI,2023-12-28,48 hs.,Homogenea,"2359,5",2264,2380,2200,"2344,364",14734,"34541865,5",297
MOLA,2023-12-27,48 hs.,Homogenea,19198,20305,21000,19000,"19374,689",1229,"23811492,5",180
FERR,2023-12-27,48 hs.,Homogenea,"66,8",66,"68,5","62,1","66,614",30307,"2018860,95",37
MORI,2023-12-27,48 hs.,Homogenea,81,85,87,"80,6","81,481",454612,"37042036,2",358
MTR,2023-12-27,48 hs.,Homogenea,"1094,5",1120,1150,1090,"1127,361",16098,18148255,93
OEST,2023-12-27,48 hs.,Homogenea,725,737,742,715,"725,406",7328,5315775,29
PAMPD,2023-12-27,48 hs.,Homogenea,"2,5","2,5","2,5","2,5","2,5",1,"2,5",1
PATA,2023-12-27,48 hs.,Homogenea,876,880,880,842,"869,525",10246,8909156,58
POLL,2023-12-27,48 hs.,Homogenea,115,115,115,115,115,1000,115000,1
RICH,2023-12-27,48 hs.,Homogenea,703,"709,5",736,700,"718,507",2397,"1722261,5",61
RIGO,2023-12-27,48 hs.,Homogenea,820,820,820,820,820,193,158260,2
SAMI,2023-12-27,48 hs.,Homogenea,907,950,950,"891,5","915,342","37303,2","34145169,5",374
SEMI,2023-12-27,48 hs.,Homogenea,"92,5",95,95,"90,7","92,667",259198,"24019043,1",259
TXARD,2023-12-27,48 hs.,Homogenea,"0,9","0,95",1,"0,9","0,955",635,"606,47",14
VALOD,2023-12-27,48 hs.,Homogenea,"0,24","0,23","0,24","0,23","0,24",31,"7,43",3
YPFDD,2023-12-27,48 hs.,Homogenea,"17,5","17,95",18,17,"17,674",587,"10374,35",73
FIPL,2023-12-27,48 hs.,Homogenea,165,167,167,165,"166,385",650,108150,4
GAMI,2023-12-27,48 hs.,Homogenea,"152,75",150,153,150,"152,718",13033,"1990369,25",22
GARO,2023-12-27,48 hs.,Homogenea,"90,2",89,95,85,"90,112",11315,1019613,12
GBAN,2023-12-27,48 hs.,Homogenea,"864,5",905,940,850,"920,708",5206,4793208,45
GCDI,2023-12-27,48 hs.,Homogenea,"16,5","16,8","17,2",16,"16,525",226363,"3740648,55",74
GCLA,2023-12-27,48 hs.,Homogenea,"810,5",800,850,800,"834,876",70879,"59175184,5",42
GGALD,2023-12-27,48 hs.,Homogenea,"1,93","1,94",2,"1,81","1,911",1251,"2390,91",32
GRIM,2023-12-27,48 hs.,Homogenea,720,720,720,720,720,277,199440,2
HARG,2023-12-27,48 hs.,Homogenea,"1348,5",1314,1389,1200,"1356,005",36922,"50066403,5",330
HAVA,2023-12-27,48 hs.,Homogenea,"5234,5",5299,5400,4897,"5150,296",6018,30994481,386
INTR,2023-12-27,48 hs.,Homogenea,147,152,152,145,"147,947",3705,548144,13
INVJ,2023-12-27,48 hs.,Homogenea,"425,5",465,468,410,"428,174",100498,43030604,427
IRSA,2023-12-27,48 hs.,Homogenea,"809,55","822,1",846,"800,05","819,474",56045,"45927399,45",431
LEDE,2023-12-27,48 hs.,Homogenea,"711,5",760,777,700,"718,885",79203,56937859,431
LONG,2023-12-27,48 hs.,Homogenea,"37,5","36,1","37,95","34,5","36,642",27426,"1004943,1",38
METR,2023-12-27,48 hs.,Homogenea,752,845,845,730,"753,23",67148,50577900,354
AGRO,2023-12-27,48 hs.,Homogenea,"49,3",54,"54,6","48,1","51,195",4076360,"208690542,2",1977
AUSO,2023-12-27,48 hs.,Homogenea,"1838,5",1909,1950,1830,"1914,384",120928,231502629,417
BHIP,2023-12-27,48 hs.,Homogenea,108,107,122,100,"116,387",2152286,"250497730,5",1644
BOLT,2023-12-27,48 hs.,Homogenea,"20,8",21,"21,85","20,5","21,018",468244,"9841663,7",101
BPAT,2023-12-27,48 hs.,Homogenea,"560,5",560,595,555,"567,311",9809,5564757,52
CADO,2023-12-27,48 hs.,Homogenea,466,476,480,455,"468,442",10611,4970643,51
CAPX,2023-12-27,48 hs.,Homogenea,"4841,5",5136,5136,4800,"4868,838",1714,8345189,69
CARC,2023-12-27,48 hs.,Homogenea,"12,75","13,7",14,"11,5","13,13",460001,"6039750,5",133
CECO2,2023-12-27,48 hs.,Homogenea,408,445,450,"405,5","414,538",94370,39119971,327
CELU,2023-12-27,48 hs.,Homogenea,"525,5",568,568,520,"536,595","10613,8","5695311,25",64
CGPA2,2023-12-27,48 hs.,Homogenea,1172,1150,1196,1110,"1166,33",71929,"83892935,5",355
CTIO,2023-12-27,48 hs.,Homogenea,1422,1499,1499,1420,"1433,653",4417,6332444,29
CVH,2023-12-27,48 hs.,Homogenea,3326,"3300,5",3500,3136,"3331,015",7350,"24482962,5",180
DGCU2,2023-12-27,48 hs.,Homogenea,928,979,979,901,"928,976",170278,"158184123,5",405
DYCA,2023-12-27,48 hs.,Homogenea,351,355,355,349,"352,971",1076,379797,8
MOLI,2023-12-27,48 hs.,Homogenea,"2264,5",2526,2560,"2231,5","2314,574",25716,"59521586,5",567
MOLA,2023-12-26,48 hs.,Homogenea,"20304,5",20900,21000,"19817,5","20459,67",1551,"31732948,5",206
FERR,2023-12-26,48 hs.,Homogenea,"65,8",71,71,"65,7","67,22","32689,2","2197357,36",35
MORI,2023-12-26,48 hs.,Homogenea,"85,5","88,7","89,9",82,"85,751",323770,27763670,339
MTR,2023-12-26,48 hs.,Homogenea,"1117,5",1192,1240,1100,"1189,293",13147,15635629,67
OEST,2023-12-26,48 hs.,Homogenea,737,750,750,735,"739,055",4677,3456560,20
PATA,2023-12-26,48 hs.,Homogenea,"865,5",854,900,850,"865,631",15783,13662257,137
POLL,2023-12-26,48 hs.,Homogenea,105,105,105,105,105,1000,105000,2
REGE,2023-12-26,48 hs.,Homogenea,2890,2890,2890,2890,2890,16,48240,3
RICH,2023-12-26,48 hs.,Homogenea,718,"731,5",755,707,"726,81",4918,3574452,72
RIGO,2023-12-26,48 hs.,Homogenea,850,835,850,830,"847,279",1368,1159078,6
SAMI,2023-12-26,48 hs.,Homogenea,932,1010,1050,906,"946,604","81581,6","77225446,8",680
SEMI,2023-12-26,48 hs.,Homogenea,"92,5",99,102,"89,8","94,62",471824,"44644083,1",462
TXARD,2023-12-26,48 hs.,Homogenea,"0,92","1,05","1,05","0,9","0,946",1113,"1052,95",27
VALOD,2023-12-26,48 hs.,Homogenea,"0,233","0,225","0,233","0,225","0,23",3,"0,69",3
YPFDD,2023-12-26,48 hs.,Homogenea,"17,95","17,5",18,"17,35","17,706",769,"13615,95",67
FIPL,2023-12-26,48 hs.,Homogenea,167,166,170,165,"167,252",8697,"1454591,5",13
GAMI,2023-12-26,48 hs.,Homogenea,"153,25","153,75","153,75",145,"150,879",10030,1513312,35
GARO,2023-12-26,48 hs.,Homogenea,"87,6","87,6","87,6","87,6","87,6",5500,481800,3
GBAN,2023-12-26,48 hs.,Homogenea,905,900,930,895,"913,075",13030,"11897367,5",90
GCDI,2023-12-26,48 hs.,Homogenea,"17,15","18,4","18,5","16,9","17,41",277530,"4831668,8",85
GCLA,2023-12-26,48 hs.,Homogenea,"839,5",853,853,812,"825,508",10668,"8806522,5",42
GGALD,2023-12-26,48 hs.,Homogenea,"1,94","1,85","1,94","1,85","1,931",311,"600,67",15
GRIM,2023-12-26,48 hs.,Homogenea,720,735,735,720,"730,956",1873,1369080,6
HARG,2023-12-26,48 hs.,Homogenea,"1314,5",1400,1450,1261,"1359,667",10072,"13694562,5",189
HAVA,2023-12-26,48 hs.,Homogenea,5229,5690,5850,5010,"5657,04",6274,"35492270,5",414
INTR,2023-12-26,48 hs.,Homogenea,"155,25",165,165,151,"158,645",6155,"976461,5",11
INVJ,2023-12-26,48 hs.,Homogenea,462,500,515,450,"483,447",120801,"58400931,5",477
IRSA,2023-12-26,48 hs.,Homogenea,"822,1",862,"862,5",815,"830,944",147469,"122538508,95",583
LEDE,2023-12-26,48 hs.,Homogenea,770,770,798,763,"777,721",43426,"33773296,5",294
LONG,2023-12-26,48 hs.,Homogenea,37,39,40,"36,6","37,923",93321,"3538975,6",141
METR,2023-12-26,48 hs.,Homogenea,"808,5",900,"929,5",795,"864,387",71420,"61734549,5",366
AGRO,2023-12-26,48 hs.,Homogenea,"53,7",59,"59,5","52,5","54,937",3815765,"209626275,2",2397
AUSO,2023-12-26,48 hs.,Homogenea,1858,1950,1950,1820,"1878,686",35263,"66248113,5",278
BHIP,2023-12-26,48 hs.,Homogenea,108,94,"111,75",92,"105,08",2153834,"226323906,6",1461
BOLT,2023-12-26,48 hs.,Homogenea,"21,85","22,4","23,3","21,15","22,094",151128,"3338987,85",105
BPAT,2023-12-26,48 hs.,Homogenea,561,591,591,"552,5","581,502",12101,7036758,64
CADO,2023-12-26,48 hs.,Homogenea,476,507,507,465,"478,264",15163,"7251918,5",61
CAPX,2023-12-26,48 hs.,Homogenea,5136,5402,5402,4950,"5208,036",1334,"6947519,5",47
CARC,2023-12-26,48 hs.,Homogenea,"13,7","13,15","14,9","12,9","13,836",1078781,"14926471,1",233
CECO2,2023-12-26,48 hs.,Homogenea,"439,5","462,5",498,"435,5","448,624",103979,46647485,229
CELU,2023-12-26,48 hs.,Homogenea,553,568,"585,5",536,"565,142","13199,73","7459718,87",69
CGPA2,2023-12-26,48 hs.,Homogenea,1099,1064,1110,1015,"1074,999",43955,"47251588,5",339
CTIO,2023-12-26,48 hs.,Homogenea,1475,1600,1600,1430,"1520,213",3405,"5176326,5",22
CVH,2023-12-26,48 hs.,Homogenea,"3363,5",3567,3567,"3238,5","3376,643",11423,"38571392,5",238
DGCU2,2023-12-26,48 hs.,Homogenea,"935,5",938,980,924,"938,207",210710,197689584,583
DYCA,2023-12-26,48 hs.,Homogenea,"357,5","374,5","374,5",341,"353,52",3390,1198434,20
MOLI,2023-12-26,48 hs.,Homogenea,2526,2700,2700,2476,"2611,866",13038,"34053504,5",333
